,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.68,—
Bonds,32.40,0.00,32.40,41.45,—
Other,100.74,0.00,100.74,73.73,—
Cash,-33.14,111.37,78.23,156.77,—
Not Classified,0.00,0.00,0.00,0.09,—
