,Values
NAV,"3,783.22"
Open Price,"3,820.00"
Bid / Ask / Spread,"3,910.00 / 3,920.00 / 0.26%"
Volume / Avg,"862,237.0 / 149,388.1"
Day Range,"3,820.00 – 3,890.00"
Year Range,"3,195.00 – 3,930.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,43.5 Bil
