,Values
NAV,"10,840.06"
Open Price,"10,740.00"
Bid / Ask / Spread,"10,740.00 / 11,840.00 / 9.74%"
Volume / Avg,"246,874.0 / 94,041.4"
Day Range,"10,630.00 – 10,765.00"
Year Range,"10,630.00 – 13,255.00"
SEC Yield ,—
12-Month Yield ,4.56%
Premium ,—
Expense Ratio,0.280%
Total Assets,354.5 Bil
