,Fund,Cat. Average,Index
Price/Earnings ,8.55,11.02,12.13
Price/Book ,0.72,0.84,0.86
Price/Sales ,0.56,0.53,0.65
Price/Cash Flow ,2.93,3.46,3.66
Dividend Yield % ,5.36,3.08,3.48
Long-Term Earnings % ,9.05,10.07,3.69
Historical Earnings % ,6.46,15.26,14.88
Sales Growth % ,4.42,11.25,4.89
Cash-Flow Growth % ,9.91,16.83,15.05
Book-Value Growth % ,5.75,10.86,8.56
