,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,6.70,-8.32,3.08,16.16,23.14,-10.00,-9.54
Fund (NAV),—,—,—,—,7.09,-8.42,3.21,16.38,23.46,-9.98,-8.22
+/ Category (NAV),—,—,—,—,5.99,-3.34,-0.80,15.69,0.99,6.70,-3.44
+/- Index (Price),—,—,—,—,4.18,-1.16,5.90,2.33,-9.09,7.63,-10.20
Percentile Rank,—,—,—,—,7,73,48,1,48,7,87
# of Funds in Category,—,—,—,"1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,325"
