,Values
NAV,"10,949.59"
Open Price,"10,890.00"
Bid / Ask / Spread,"0.00 / 11,890.00 / 0.00%"
Volume / Avg,"67,150.0 / 116,573.9"
Day Range,"10,785.00 – 10,900.00"
Year Range,"10,785.00 – 13,255.00"
SEC Yield ,—
12-Month Yield ,4.56%
Premium ,—
Expense Ratio,0.280%
Total Assets,355.8 Bil
