,Values
NAV,"10,840.06"
Open Price,"10,870.00"
Bid / Ask / Spread,"10,850.00 / 11,135.00 / 2.59%"
Volume / Avg,"54,271.0 / 116,078.7"
Day Range,"10,825.00 – 10,895.00"
Year Range,"10,785.00 – 13,255.00"
SEC Yield ,—
12-Month Yield ,4.56%
Premium ,—
Expense Ratio,0.280%
Total Assets,354.5 Bil
