,Values
Sustainability Rate,High
Percent Rank in Global Category,7%
Historical Sustainability Score,42.97
Global Category,Korea Equity
Portfolio ESG,47.49
Controversy Deduction,4.57
Sustainability Score,42.92
Sustainability Mandate,No
