,Values
NAV,"10,526.77"
Open Price,"10,440.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"71.0 / 14,940.6"
Day Range,"10,400.00 – 10,445.00"
Year Range,"10,340.00 – 12,070.00"
SEC Yield ,—
12-Month Yield ,0.87%
Premium ,—
Expense Ratio,0.410%
Total Assets,22.6 Bil
