,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,97.91,0.00,97.91,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,2.09,0.64,2.73,3.21,0.00
Not Classified,0.00,0.00,0.00,1.64,0.01
