,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,30.55,-16.92,-1.82
Fund (NAV),—,—,—,—,—,—,—,—,30.22,-16.85,-0.69
+/ Category (NAV),—,—,—,—,—,—,—,—,7.75,-0.18,4.09
+/- Index (Price),—,—,—,—,—,—,—,—,-1.68,0.72,-2.48
Percentile Rank,—,—,—,—,—,—,—,—,7,40,7
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
