,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.38,-1.47,-7.51,-6.22,-1.91,-9.06,—,—,—,—,—
Total Return % (NAV),0.28,-0.24,-7.17,-6.55,-1.50,-9.58,—,—,—,—,3.91
+/- Category (NAV),-0.49,-1.72,-0.07,0.23,3.37,3.31,—,—,—,—,—
+/- Index (NAV),0.28,-1.49,-0.97,-2.84,-1.99,0.20,—,—,—,—,—
