,Values
NAV,"112,912.86"
Open Price,"112,920.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"609.0 / 7,821.6"
Day Range,"112,920.00 – 113,045.00"
Year Range,"110,120.00 – 113,165.00"
SEC Yield ,—
12-Month Yield ,1.91%
Premium ,—
Expense Ratio,0.170%
Total Assets,37.3 Bil
