,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,7.11,4.55,4.62,2.51,5.12,3.24,1.40,0.19,3.30,2.90
Fund (NAV),—,7.05,4.69,4.64,2.50,5.21,3.23,1.37,0.32,3.23,2.81
+/ Category (NAV),—,2.75,0.99,0.75,0.67,0.93,0.50,0.06,-0.10,0.20,-0.15
+/- Index (Price),—,-0.27,-0.91,-1.11,0.25,-1.55,-1.05,-0.37,-0.45,-1.44,-2.39
Percentile Rank,—,12,19,26,18,31,31,43,55,43,49
# of Funds in Category,295,310,240,245,257,276,329,366,449,545,717
