,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,106.32,0.00,106.32,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,-6.32,9.54,3.21,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
