,Values
NAV,"113,038.78"
Open Price,"113,235.00"
Bid / Ask / Spread,"113,205.00 / 0.00 / 0.00%"
Volume / Avg,"556.0 / 6,206.9"
Day Range,"113,160.00 – 113,250.00"
Year Range,"110,120.00 – 113,250.00"
SEC Yield ,—
12-Month Yield ,1.91%
Premium ,—
Expense Ratio,0.170%
Total Assets,37.3 Bil
