,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.71,-1.16,-10.81,-16.53,-19.04,—,—,—,—,—,—
Total Return % (NAV),-1.04,-1.17,-11.50,-17.24,-17.88,—,—,—,—,—,-11.56
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
