,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,35.58
Global Category,Other Equity
Portfolio ESG,40.70
Controversy Deduction,4.15
Sustainability Score,36.55
Sustainability Mandate,No
