,Values
NAV,"8,972.44"
Open Price,"8,930.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,2.0 / 106.5
Day Range,"8,910.00 – 8,930.00"
Year Range,"8,900.00 – 12,110.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.540%
Total Assets,7.2 Bil
