,Values
NAV,"9,344.13"
Open Price,"9,300.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"68.0 / 6,238.6"
Day Range,"9,250.00 – 9,300.00"
Year Range,"9,070.00 – 11,430.00"
SEC Yield ,—
12-Month Yield ,1.57%
Premium ,—
Expense Ratio,0.500%
Total Assets,5.6 Bil
