,Values
NAV,"9,419.76"
Open Price,"9,275.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,284.0 / 4,877.9"
Day Range,"9,275.00 – 9,330.00"
Year Range,"9,070.00 – 11,430.00"
SEC Yield ,—
12-Month Yield ,1.57%
Premium ,—
Expense Ratio,0.500%
Total Assets,6.6 Bil
