,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,14.30,-12.00,-8.88
Fund (NAV),—,—,—,—,—,—,—,—,15.58,-12.93,-7.91
+/ Category (NAV),—,—,—,—,—,—,—,—,-6.89,3.74,-3.04
+/- Index (Price),—,—,—,—,—,—,—,—,-17.93,5.64,-9.38
Percentile Rank,—,—,—,—,—,—,—,—,90,13,84
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,284"
