,Values
Sustainability Rate,Average
Percent Rank in Global Category,58%
Historical Sustainability Score,40.92
Global Category,Korea Equity
Portfolio ESG,45.22
Controversy Deduction,3.93
Sustainability Score,41.29
Sustainability Mandate,No
