,Values
NAV,"25,985.44"
Open Price,"25,765.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,362.0 / 13,845.5"
Day Range,"25,605.00 – 25,820.00"
Year Range,"25,540.00 – 30,830.00"
SEC Yield ,—
12-Month Yield ,2.30%
Premium ,—
Expense Ratio,0.170%
Total Assets,127.3 Bil
