,Values
NAV,"25,985.44"
Open Price,"26,040.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"65,038.0 / 13,586.2"
Day Range,"25,925.00 – 26,140.00"
Year Range,"25,540.00 – 30,830.00"
SEC Yield ,—
12-Month Yield ,2.30%
Premium ,—
Expense Ratio,0.170%
Total Assets,127.3 Bil
