,Values
NAV,"26,034.78"
Open Price,"25,850.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,076.0 / 12,601.9"
Day Range,"25,735.00 – 25,885.00"
Year Range,"25,540.00 – 30,830.00"
SEC Yield ,—
12-Month Yield ,2.30%
Premium ,—
Expense Ratio,0.170%
Total Assets,127.6 Bil
