,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,1.57,-6.27,0.57,9.99,27.11,-17.49,-2.92
Fund (NAV),—,—,—,—,1.59,-6.13,0.55,10.18,27.07,-17.44,-2.28
+/ Category (NAV),—,—,—,—,0.48,-1.05,-3.47,9.49,4.60,-0.77,2.59
+/- Index (Price),—,—,—,—,-0.95,0.88,3.39,-3.83,-5.12,0.14,-3.42
Percentile Rank,—,—,—,—,41,47,60,5,18,53,16
# of Funds in Category,—,—,—,"1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
