,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.46,-0.58,-7.42,-4.41,-2.92,-10.04,1.74,1.06,—,—,—
Total Return % (NAV),0.81,1.13,-6.54,-4.83,-2.28,-10.35,1.92,1.18,—,—,1.36
+/- Category (NAV),0.04,-0.35,0.56,1.94,2.59,2.54,2.96,2.15,—,—,—
+/- Index (NAV),0.81,-0.12,-0.34,-1.12,-2.78,-0.57,-2.46,-1.24,—,—,—
