,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,17%
Historical Sustainability Score,42.54
Global Category,Korea Equity
Portfolio ESG,50.98
Controversy Deduction,8.04
Sustainability Score,42.94
Sustainability Mandate,No
