,Values
NAV,"11,450.00"
Open Price,"11,460.00"
Bid / Ask / Spread,"11,485.00 / 0.00 / 0.00%"
Volume / Avg,"2,943.0 / 3,681.1"
Day Range,"11,455.00 – 11,510.00"
Year Range,"9,715.00 – 11,520.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.290%
Total Assets,9.2 Bil
