,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,70%
Historical Sustainability Score,42.45
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,45.46
Controversy Deduction,3.01
Sustainability Score,42.45
Sustainability Mandate,No
