,Values
NAV,"9,163.42"
Open Price,"9,165.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"201.0 / 2,612.6"
Day Range,"9,160.00 – 9,250.00"
Year Range,"8,670.00 – 10,055.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.470%
Total Assets,8.2 Bil
