Sectors,Fund %,Category %
Basic Materials,0.00,1.61
Consumer Cyclical,35.18,25.42
Financial Services,0.00,9.63
Real Estate,0.00,0.34
Communication Services,0.20,2.05
Energy,0.00,0.00
Industrials,15.41,3.62
Technology,40.31,18.47
Consumer Defensive,8.90,23.67
Healthcare,0.00,14.74
Utilities,0.00,0.46
