,Fund,Cat. Average,Index
Price/Earnings ,16.88,21.65,18.41
Price/Book ,1.27,2.67,2.59
Price/Sales ,0.74,1.80,1.18
Price/Cash Flow ,8.70,12.60,11.41
Dividend Yield % ,1.25,1.36,2.35
Long-Term Earnings % ,26.89,11.95,9.27
Historical Earnings % ,6.43,13.32,5.82
Sales Growth % ,-5.33,10.36,4.99
Cash-Flow Growth % ,-17.03,6.20,3.63
Book-Value Growth % ,4.21,11.50,7.88
