,Values
NAV,"8,067.48"
Open Price,"8,180.00"
Bid / Ask / Spread,"7,275.00 / 8,880.00 / 19.87%"
Volume / Avg,"196.0 / 8,053.0"
Day Range,"8,060.00 – 8,180.00"
Year Range,"7,465.00 – 13,860.00"
SEC Yield ,—
12-Month Yield ,0.12%
Premium ,—
Expense Ratio,0.480%
Total Assets,8.1 Bil
