,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.93,-0.74,-12.71,-23.52,-30.01,-33.83,—,—,—,—,—
Total Return % (NAV),0.34,4.21,-12.63,-22.34,-29.39,-34.40,—,—,—,—,-8.14
+/- Category (NAV),-0.46,1.48,-6.95,-15.88,-25.23,-20.69,—,—,—,—,—
+/- Index (NAV),0.48,6.15,-10.06,-24.94,-35.98,-34.97,—,—,—,—,—
