,Values
NAV,"8,067.48"
Open Price,"7,925.00"
Bid / Ask / Spread,"7,205.00 / 8,800.00 / 19.93%"
Volume / Avg,"442.0 / 8,055.6"
Day Range,"7,925.00 – 8,010.00"
Year Range,"7,465.00 – 13,860.00"
SEC Yield ,—
12-Month Yield ,0.12%
Premium ,—
Expense Ratio,0.480%
Total Assets,8.1 Bil
