,Values
NAV,"11,080.18"
Open Price,"11,035.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,42.0 / 897.7
Day Range,"11,035.00 – 11,130.00"
Year Range,"9,980.00 – 12,835.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.450%
Total Assets,3.8 Bil
