,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,2.32
Fund (NAV),—,—,—,—,—,—,—,—,—,—,2.28
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-4.97
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
