,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.89,1.89,-5.22,-6.62,2.32,—,—,—,—,—,—
Total Return % (NAV),-0.82,1.77,-5.37,-6.74,2.28,—,—,—,—,—,8.33
+/- Category (NAV),-0.61,2.10,-0.90,-1.39,-4.97,—,—,—,—,—,—
+/- Index (NAV),-0.17,0.44,-1.58,-6.76,-11.23,—,—,—,—,—,—
