,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,85%
Historical Sustainability Score,41.19
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,46.82
Controversy Deduction,6.37
Sustainability Score,40.45
Sustainability Mandate,No
