Sectors,Fund %,Category %
Basic Materials,0.00,1.61
Consumer Cyclical,83.48,25.42
Financial Services,0.00,9.63
Real Estate,0.00,0.34
Communication Services,0.00,2.05
Energy,0.24,0.00
Industrials,7.34,3.62
Technology,8.79,18.47
Consumer Defensive,0.15,23.67
Healthcare,0.00,14.74
Utilities,0.00,0.46
