,Values
NAV,"57,233.97"
Open Price,"57,235.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,350.0 / 11,311.9"
Day Range,"57,235.00 – 57,335.00"
Year Range,"55,180.00 – 57,345.00"
SEC Yield ,—
12-Month Yield ,0.93%
Premium ,—
Expense Ratio,0.170%
Total Assets,96.2 Bil
