,Fund,Cat. Average,Index
Price/Earnings ,9.31,11.02,12.13
Price/Book ,0.93,0.84,0.86
Price/Sales ,0.62,0.53,0.65
Price/Cash Flow ,3.72,3.46,3.66
Dividend Yield % ,2.82,3.08,3.48
Long-Term Earnings % ,14.47,10.07,3.69
Historical Earnings % ,13.04,15.26,14.88
Sales Growth % ,2.35,11.25,4.89
Cash-Flow Growth % ,8.42,16.83,15.05
Book-Value Growth % ,6.58,10.86,8.56
