,Values
NAV,"11,605.21"
Open Price,"11,395.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"309.0 / 12,291.8"
Day Range,"11,395.00 – 11,525.00"
Year Range,"11,330.00 – 14,110.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.090%
Total Assets,21.5 Bil
