,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,32%
Historical Sustainability Score,42.13
Global Category,Korea Equity
Portfolio ESG,49.83
Controversy Deduction,7.39
Sustainability Score,42.44
Sustainability Mandate,No
