,Values
NAV,"11,605.21"
Open Price,"11,655.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"100.0 / 12,287.5"
Day Range,"11,600.00 – 11,690.00"
Year Range,"11,330.00 – 14,110.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.090%
Total Assets,21.5 Bil
