,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.03,-0.99,-8.04,-6.66,-5.45,-12.25,—,—,—,—,—
Total Return % (NAV),0.82,1.33,-7.09,-6.50,-4.40,-12.11,—,—,—,—,-11.67
+/- Category (NAV),0.05,-0.16,0.01,0.28,0.47,0.78,—,—,—,—,—
+/- Index (NAV),0.82,0.07,-0.89,-2.79,-4.90,-2.32,—,—,—,—,—
