,Values
NAV,"11,325.81"
Open Price,"11,270.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"50.0 / 1,224.8"
Day Range,"11,250.00 – 11,325.00"
Year Range,"11,100.00 – 15,035.00"
SEC Yield ,—
12-Month Yield ,1.74%
Premium ,—
Expense Ratio,0.470%
Total Assets,7.9 Bil
