Sectors,Fund %,Category %
Basic Materials,16.22,8.70
Consumer Cyclical,17.35,13.65
Financial Services,13.13,11.56
Real Estate,0.00,0.29
Communication Services,2.93,2.34
Energy,1.70,1.96
Industrials,22.78,10.46
Technology,9.66,38.20
Consumer Defensive,12.13,6.64
Healthcare,4.09,4.97
Utilities,0.00,1.23
