,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,86%
Historical Sustainability Score,39.15
Global Category,Korea Equity
Portfolio ESG,44.28
Controversy Deduction,3.29
Sustainability Score,40.99
Sustainability Mandate,No
