,Fund,Cat. Average,Index
Price/Earnings ,7.30,11.02,12.13
Price/Book ,0.67,0.84,0.86
Price/Sales ,0.30,0.53,0.65
Price/Cash Flow ,1.93,3.46,3.66
Dividend Yield % ,2.28,3.08,3.48
Long-Term Earnings % ,12.66,10.07,3.69
Historical Earnings % ,0.28,15.26,14.88
Sales Growth % ,-8.96,11.25,4.89
Cash-Flow Growth % ,-13.32,16.83,15.05
Book-Value Growth % ,-0.71,10.86,8.56
