,Values
NAV,"11,290.30"
Open Price,"11,160.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"142.0 / 1,207.7"
Day Range,"11,115.00 – 11,180.00"
Year Range,"11,100.00 – 15,035.00"
SEC Yield ,—
12-Month Yield ,1.74%
Premium ,—
Expense Ratio,0.470%
Total Assets,7.9 Bil
