,Values
NAV,"9,735.97"
Open Price,"9,760.00"
Bid / Ask / Spread,"9,300.00 / 0.00 / 0.00%"
Volume / Avg,"19,026.0 / 31,119.7"
Day Range,"9,725.00 – 9,775.00"
Year Range,"9,665.00 – 10,740.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,8.2 Bil
