,Values
NAV,"9,713.62"
Open Price,"9,695.00"
Bid / Ask / Spread,"0.00 / 10,630.00 / 0.00%"
Volume / Avg,"4,303.0 / 35,804.3"
Day Range,"9,665.00 – 9,705.00"
Year Range,"9,665.00 – 10,740.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,8.0 Bil
