,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.51,-0.67,-3.64,-3.16,-8.99,-7.91,—,—,—,—,—
Total Return % (NAV),-0.45,-0.06,-3.13,-3.52,-8.63,-7.85,—,—,—,—,-1.10
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
