,Values
NAV,"8,833.34"
Open Price,"8,845.00"
Bid / Ask / Spread,"0.00 / 9,695.00 / 0.00%"
Volume / Avg,163.0 / 44.8
Day Range,"8,815.00 – 8,845.00"
Year Range,"8,815.00 – 10,340.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,6.1 Bil
