,Values
NAV,"109,298.07"
Open Price,"109,375.00"
Bid / Ask / Spread,"109,520.00 / 109,550.00 / 0.03%"
Volume / Avg,"40,023.0 / 33,161.6"
Day Range,"109,375.00 – 109,525.00"
Year Range,"101,605.00 – 109,660.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.080%
Total Assets,1.1 Tril
