,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,4.87,4.96
Fund (NAV),—,—,—,—,—,—,—,—,—,4.76,4.84
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.74,1.88
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.14,-0.33
Percentile Rank,—,—,—,—,—,—,—,—,—,8,14
# of Funds in Category,—,—,—,—,—,—,—,—,449,545,717
