,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.25,0.48,2.08,3.64,5.28,8.07,—,—,—,—,—
Total Return % (NAV),-0.01,0.10,1.81,3.54,5.11,7.88,—,—,—,—,4.39
+/- Category (NAV),-0.01,0.03,0.77,1.48,2.00,3.17,—,—,—,—,—
+/- Index (NAV),-0.31,-0.49,-0.50,-0.45,-0.50,-0.52,—,—,—,—,—
