,Values
NAV,"109,579.62"
Open Price,"109,525.00"
Bid / Ask / Spread,"0.00 / 111,800.00 / 0.00%"
Volume / Avg,"43,625.0 / 33,758.1"
Day Range,"109,505.00 – 109,610.00"
Year Range,"101,625.00 – 109,660.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.080%
Total Assets,1.1 Tril
