,Values
NAV,"19,778.84"
Open Price,"18,960.00"
Bid / Ask / Spread,"18,950.00 / 19,100.00 / 0.79%"
Volume / Avg,"19,761.0 / 22,798.5"
Day Range,"18,900.00 – 19,155.00"
Year Range,"15,185.00 – 27,445.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.410%
Total Assets,12.9 Bil
