,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.82,-0.98,-13.08,-11.14,-20.91,-20.05,—,—,—,—,—
Total Return % (NAV),-2.86,-0.83,-13.16,-11.67,-20.91,-20.34,—,—,—,—,-4.51
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
