,Values
NAV,"9,027.29"
Open Price,"8,945.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,115.0 / 1,348.0"
Day Range,"8,945.00 – 9,070.00"
Year Range,"8,945.00 – 13,075.00"
SEC Yield ,—
12-Month Yield ,0.93%
Premium ,—
Expense Ratio,0.250%
Total Assets,4.3 Bil
